text,document_type,source_file,contract_id,buyer,value,category
"
            RECEIPT #RCPT-2615
            Date: 2017-06-08T10:00:00Z
            Time: 14:40
            
            Payment Received From: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            Amount: $112,539.05
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-13188
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9217
            Date: 2017-06-19T16:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $129,650.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-5543
            Date: 2017-06-19T16:00:00Z
            Time: 13:36
            
            Payment Received From: HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP
            Amount: $64,825.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-18561
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-8228
            Date: 2017-07-07T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $364,139.20
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1368
            Date: 2017-07-07T10:00:00Z
            Time: 16:57
            
            Payment Received From: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            Amount: $182,069.60
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-59701
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4762
            Date: 2017-07-03T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $231,782.10
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-5476
            Date: 2017-07-03T17:00:00Z
            Time: 10:31
            
            Payment Received From: HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP
            Amount: $115,891.05
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-36558
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-3255
            Date: 2017-07-15T11:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $221,281.20
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-5179
            Date: 2017-07-15T11:00:00Z
            Time: 15:10
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP
            Amount: $110,640.60
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-55306
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2020
            Date: 2017-08-03T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $204,963.90
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-8725
            Date: 2017-08-03T10:00:00Z
            Time: 13:28
            
            Payment Received From: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            Amount: $102,481.95
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-52701
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-3680
            Date: 2017-08-19T11:30:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $226,629.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-3731
            Date: 2017-08-19T11:30:00Z
            Time: 16:33
            
            Payment Received From: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            Amount: $113,314.50
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-80402
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4631
            Date: 2017-08-18T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $155,547.60
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4604
            Date: 2017-08-18T18:00:00Z
            Time: 10:15
            
            Payment Received From: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            Amount: $77,773.80
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-16120
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-5050
            Date: 2017-08-14T15:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $143,752.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-3388
            Date: 2017-08-14T15:00:00Z
            Time: 10:45
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            Amount: $71,876.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-23071
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2516
            Date: 2017-08-19T14:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $54,000.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-5252
            Date: 2017-08-19T14:00:00Z
            Time: 16:22
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP
            Amount: $27,000.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-51446
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4422
            Date: 2017-09-01T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $254,759.10
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4315
            Date: 2017-09-01T10:00:00Z
            Time: 16:23
            
            Payment Received From: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            Amount: $127,379.55
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-93652
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9130
            Date: 2017-09-30T18:05:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $168,688.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-6511
            Date: 2017-09-30T18:05:00Z
            Time: 16:36
            
            Payment Received From: HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP
            Amount: $84,344.40
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-17472
            
            Thank you for your payment!
            ",receipt,,,,,
