_link,id,tag,date,ocid,initiationType,award_date,buyer_id,buyer_name,tender_id,tender_datePublished,tender_title,tender_procurementMethod,tender_process,tender_mainProcurementCategory,tender_numberOfTenderers,tender_externalReference,tender_allowPreferentialBidder,tender_description,tender_contractType,tender_allowTwoStageBid,tender_value_amount,tender_bidOpening_address_streetAddress,tender_evaluation_generalTechnicalEvaluationAllowed,tender_evaluation_itemWiseTechnicalEvaluationAllowed,tender_awardPeriod_startDate,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_tenderPeriod_durationInDays,tender_contractPeriod_durationInDays,tender_procuringEntity_id,tender_procuringEntity_name,tender_ documentAvailabilityPeriod_endDate,tender_ documentAvailabilityPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,tender_classification_id,tender_classification_scheme,tender_classification_description,tender_value_currency
0.26,ocds-kjhdrl-2017_HPIPH_16533_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_16533_1,tender,2019-06-27T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",2017_HPIPH_16533_1,2017-05-25T17:00:00Z,Improvement of source and distribution system of LWSS Kamlota Kohala and LWSS Jawalamukhi Phase 1 from existing tube wells in village Khaprer and Ser in Tehsil Jawalamukhi Distt Kangra,limited,Tender,works,3,EE-IPH-Dehra-Tender-Kamlota,No,construction of tanks,lumpSum,No,4936250,IPH Division Dehra,No,No,2017-06-15T11:30:00Z,2017-06-15T11:00:00Z,2017-05-25T17:00:00Z,120,365,HPIPH_2000,Executive Engineer,2017-06-15T11:00:00Z,2017-05-25T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.27,ocds-kjhdrl-2017_HPIPH_16745_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_16745_1,tender,2019-07-12T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2017_HPIPH_16745_1,2017-06-08T10:00:00Z,Providing Separate water Supply Scheme to newly settled abadi on the Out Skirts of village Ajouli and Santokhgarh Town Jattpur Area in Distt Una HP,limited,Tender,works,4,No.IDU-I/E-tender/17-23032-62 dt 7-6-17,No,SH C O RCC OHSR 327500 ltrs Capacity with 2000 mtrs staging height for Separate Water Supply Scheme to Santokhgarh Town Jattpur Area Under NABARD RIDF XX,itemRate,No,2250781,Una HP,No,No,2017-06-28T11:00:00Z,2017-06-27T17:00:00Z,2017-06-08T10:00:00Z,120,180,HPIPH_2000,Executive Engineer IPH Divn No.1 Una HP,2017-06-27T17:00:00Z,2017-06-08T10:00:00Z,2017-06-27T17:00:00Z,2017-06-08T10:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.28,ocds-kjhdrl-2017_HPIPH_16907_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_16907_1,tender,2018-05-05T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",2017_HPIPH_16907_1,2017-06-19T16:00:00Z,LWSS Talwara Datoh Jolplakhin in Tehsil Ghumarwin,limited,Tender,works,3,LWSS Talwara Datoh Jolplakhin in Tehsil Ghumarwin,No,Construction of Over Head Storage tank 25700 Litr Cap.staging height 10 mtr and L J and testing of G.I. Pipe of various diameter for distribution system Under SCSP,itemRate,No,1296500,IPH Division Bilaspur,No,No,2017-07-15T11:30:00Z,2017-07-15T11:00:00Z,2017-06-19T16:00:00Z,120,90,HPIPH_2000,Executive Engineer,2017-07-15T11:00:00Z,2017-06-19T16:00:00Z,2017-07-15T11:00:00Z,2017-06-19T16:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.29,ocds-kjhdrl-2017_HPIPH_17150_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17150_1,tender,2019-06-21T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2017_HPIPH_17150_1,2017-07-07T10:00:00Z,"C/O LIS Pandoga (Bassi) , LIS Pandoga (38), LIS Ispur (42), LIS Panjawar (26), LIS Pandoga (40) , LIS Ispur (Moh Jol), LIS Pandoga (Gran) in Distt Una HP",limited,Tender,works,8,No. IDU-I-TA/E-tender/17- 27337-86 dt 6-7-17,No,SH C O 3 Nos Pump house-cum-chwokdiar qtr C O 4 Nos Additional Rooms Renovation of 4 Nos Old pump houses C O 3 Nos Toliet C O Boundary wall to pump houses and internal wiring etc,itemRate,No,3641392,Una HP,No,No,2017-07-28T11:00:00Z,2017-07-27T17:00:00Z,2017-07-07T10:00:00Z,120,180,HPIPH_2000,Executive Engineer IPH Divn No.1 Una HP,2017-07-27T17:00:00Z,2017-07-07T10:00:00Z,2017-07-27T17:00:00Z,2017-07-07T10:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.30,ocds-kjhdrl-2017_HPIPH_17095_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17095_1,tender,2018-03-07T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nauradhar Dn,Irrigation and Public Health,HP",2017_HPIPH_17095_1,2017-07-03T17:00:00Z,Remodeling and Extension of LIS to Village khala Kiyar in Tehsil Sangrah District Sirmour HP,limited,Rate Contract,works,4,1068-1170 dated 20.05.2017,No,Supply and Errection of Submersible Pumping Machinery and Centrifugal Pumping Machinery with allied accessories and Providing Laying Jointing and Testing of MSERW pipe in rising main and booster and 1st stage,itemRate,No,2317821,Nohradhar,No,No,2017-07-13T11:30:00Z,2017-07-11T16:00:00Z,2017-07-03T17:00:00Z,120,180,HPIPH_2000,Er. Mohd. Arshad Rehman,2017-07-11T16:00:00Z,2017-07-03T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.31,ocds-kjhdrl-2017_HPIPH_17252_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17252_1,tender,2019-06-25T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",2017_HPIPH_17252_1,2017-07-15T11:00:00Z,"Clubbing of 03 Nos schemes namely LWSS Nalsuha Bhroon Paragpur, LWSS Bani Khadwana and LWSS Sehri Dangrella",limited,Tender,works,2,EE-IPH-Dehra-Tender-6705-55,No,Annual running and operation upto main storage tank WTP of 0 86 MLD including cost of all kinds of Labour lubricants chemicals etc for three years period,lumpSum,No,2212812,IPH Division Dehra,No,No,2017-07-27T11:30:00Z,2017-07-27T11:00:00Z,2017-07-15T11:30:00Z,120,1095,HPIPH_2000,Executive Engineer,2017-07-27T11:00:00Z,2017-07-15T11:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.32,ocds-kjhdrl-2017_HPIPH_17505_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17505_5,tender,2018-05-25T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP",2017_HPIPH_17505_5,2017-08-03T10:00:00Z,O and M of LWSS to PC Hab of CV Reoth Phanel in GP Ramnagar Tehsil Kotkhai Distt Shimla HP SH O and M of pumping machineries for three years at Stage 1st 50HP 2 Nos Stage 2nd 50HP 2 Nos Stage 3rd 20HP 2 Nos and Booster Stage 5HP 2 Nos one set to act,limited,Tender,works,6,3058-68 dated 26/07/2017,No,O and M of LWSS to PC Hab of CV Reoth Phanel in GP Ramnagar Tehsil Kotkhai Distt Shimla HP SH O and M of pumping machineries for three years at Stage 1st 50HP 2 Nos Stage 2nd 50HP 2 Nos Stage 3rd 20HP 2 Nos and Booster Stage 5HP 2 Nos one set to act,itemRate,No,2049639,IPH Division Jubbal,No,No,2017-08-19T11:45:00Z,2017-08-18T17:00:00Z,2017-08-03T10:00:00Z,120,1095,HPIPH_2000,Executive Engineer,2017-08-18T17:00:00Z,2017-08-03T10:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.33,ocds-kjhdrl-2017_HPIPH_17737_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17737_1,tender,2019-06-21T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2017_HPIPH_17737_1,2017-08-19T11:30:00Z,Providing and installation of India Mark- III 65mm and 32mm Mark-II deep well hand pumps in various Non-Tribal Districts of Himachal Pradesh. SH Drilling by RC DR Rigs 80 Mtr deep standard bore) 8 Nos RC bore 2 No.175mm mini bore,limited,Tender,works,5,NO.IDU-I/TA/E-tender/17- 36533-63 dt 18-08-2017,No,Providing and installation of India Mark- III 65mm and 32mm Mark-II deep well hand pumps in various Non-Tribal Districts of Himachal Pradesh SH Drilling by RC DR Rigs 80 Mtr deep standard bore 8 Nos RC bore 2 No.175mm mini bore,itemRate,No,2266290,Una HP,No,No,2017-08-30T11:00:00Z,2017-08-29T17:00:00Z,2017-08-19T11:30:00Z,120,90,HPIPH_2000,Executive Engineer IPH Divn No.1 Una HP,2017-08-29T17:00:00Z,2017-08-19T11:30:00Z,2017-08-29T17:00:00Z,2017-08-19T11:30:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.34,ocds-kjhdrl-2017_HPIPH_17728_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17728_1,tender,2018-05-24T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP",2017_HPIPH_17728_1,2017-08-18T18:00:00Z,O/M of LWSS Hatu Mata Temple in Tehsil Kotkhai Distt Shimla HP SH O and M of diesal driven reciprocating pumping machinery for 3 years at Stage I II and III of 17 HP at each stage,limited,Tender,works,3,3595-3605,No,O/M of LWSS Hatu Mata Temple in Tehsil Kotkhai Distt Shimla HP SH O and M of diesal driven reciprocating pumping machinery for 3 years at Stage I II and III of 17 HP at each stage,itemRate,No,1555476,Jubbal,No,No,2017-09-06T11:45:00Z,2017-09-05T18:00:00Z,2017-08-18T18:00:00Z,120,1095,HPIPH_2000,Executive Engineer,2017-09-05T18:00:00Z,2017-08-18T18:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.35,ocds-kjhdrl-2017_HPIPH_17662_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17662_2,tender,2018-05-01T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",2017_HPIPH_17662_2,2017-08-14T15:00:00Z,Improvement of distribution system of Lift Water Supply Scheme Baroona by drilling of Tubewell in Tehsil Nalagarh District Solan HP Sub head Drilling lowering of assembly and development of Tubewell 150 mtrs depth UNDER SCCP,limited,Tender,works,5,5651-70 dated 10-08-2017,No,Improvement of distribution system of Lift Water Supply Scheme Baroona by drilling of Tubewell in Tehsil Nalagarh District Solan HP Sub head Drilling lowering of assembly and development of Tubewell 150 mtrs depth UNDER SCCP,itemRate,No,1437520,IPH Division Nalagarh,No,No,2017-09-07T11:30:00Z,2017-09-07T11:00:00Z,2017-08-14T16:00:00Z,120,90,HPIPH_2000,Executive Engineer,2017-09-07T11:00:00Z,2017-08-14T15:00:00Z,,,6.1,SDGTarget,"By 2030, achieve universal and equitable access to safe and affordable drinking water for all",
0.36,ocds-kjhdrl-2017_HPIPH_17748_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17748_1,tender,2019-06-20T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",2017_HPIPH_17748_1,2017-08-19T14:00:00Z,Replacement of pumping machinery of LWSS Railly Jajari in Tehsil Barsar Distt. Hamirpur Supply erection of,limited,Tender,works,4,No. EE IPH BBR TA E-Tender 2016-17- 7292-7321,No,Replacement of pumping machinery of LWSS Railly Jajari in Tehsil Barsar Distt. Hamirpur Supply erection of 2 Nos centrifugal pumping machinery of 60 H.P. each along with allied accessories,itemRate,No,540000,Executive Engineer IPH Division Ba,No,No,2017-08-25T11:30:00Z,2017-08-24T16:00:00Z,2017-08-19T14:00:00Z,120,,HPIPH_2000,Executive Engineer IPH Division Ba,2017-08-24T16:00:00Z,2017-08-19T14:00:00Z,2017-08-19T14:00:00Z,2017-08-19T14:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.37,ocds-kjhdrl-2017_HPIPH_17931_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_17931_1,tender,2019-06-21T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2017_HPIPH_17931_1,2017-09-01T10:00:00Z,Construction of T/well at Bhadsali (Har) in Tehsil Haroli Distt. Una (H.P.),limited,Tender,works,4,No. IDU-I/TA/E-tender/17- 37281-330 dt 31-8-17,No,"CO Pump house cum chowkidar Qtr i/c boundary wall, intrnal wiring delivery tank Outlets Pucca filed channel Sluice valve chamber RCC collection tank 50000 litrs capacity Laying Jointing of GMS pipe in Rmain and Laying Jointing of HDPE",itemRate,No,2547591,Una HP,No,No,2017-09-15T11:00:00Z,2017-09-14T17:00:00Z,2017-09-01T10:00:00Z,120,180,HPIPH_2000,Executive Engineer IPH Divn No.1 Una HP,2017-09-14T17:00:00Z,2017-09-01T10:00:00Z,2017-09-14T17:00:00Z,2017-09-01T10:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.38,ocds-kjhdrl-2017_HPIPH_18497_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_18497_1,tender,2018-05-24T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP",2017_HPIPH_18497_1,2017-09-30T18:05:00Z,Operation and maintenance of LWSS to Village Kuftu-Siao G P Pujarli 4 Tehsil Rohru Distt Shimla H P,limited,Tender,works,2,IPH-RD-AB-Tender/17-6498-6529,No,SH O and M of pumping machinary I c Watcha and ward of pumping machinery with its allied accessories pump house also repair and maintenance of R/main and distribution network of the scheme for stage 1st and IInd for three years,itemRate,No,1686888,IPH Division Rohru,No,No,2017-10-18T11:30:00Z,2017-10-18T10:00:00Z,2017-09-30T18:05:00Z,180,1095,HPIPH_2000,Executive Engineer,2017-10-18T10:00:00Z,2017-09-30T18:05:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.39,ocds-kjhdrl-2017_HPIPH_18325_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_18325_1,tender,2018-04-30T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP||Rampur,Irrigation and Public Health,HP",2017_HPIPH_18325_1,2017-09-22T10:00:00Z,Remodelling of FIS Dwarch Bathara Job No-3,limited,Tender,works,3,IPH-RMP-Tender Asstt/2017-7194-72 dated 18.07.2017,No,Remodeling of FIS Dwarch Bathara,itemRate,No,2540480,IPH Division Rampur,No,No,2017-10-10T11:00:00Z,2017-10-09T17:00:00Z,2017-09-22T10:00:00Z,120,365,HPIPH_2000,EE IPH Division Rampur,2017-10-09T17:00:00Z,2017-09-22T10:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.40,ocds-kjhdrl-2017_HPPNS_14998_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPPNS_14998_1,tender,2018-06-11T00:00:00Z,HPPNS_2000,Printing and Stationery Department,2017_HPPNS_14998_1,2017-02-23T18:00:00Z,Writing and Printing Paper,limited,Tender,goods,3,Writing and Printing Paper,No,Writing and Printing Paper,itemRate,No,5000,Shimla,No,Yes,2017-04-06T12:00:00Z,2017-04-05T11:30:00Z,2017-02-23T18:00:00Z,365,365,HPPNS_2000,Controller,2017-04-05T11:30:00Z,2017-02-23T18:00:00Z,,,,,,
0.41,ocds-kjhdrl-2017_HPTDC_16112_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPTDC_16112_1,tender,2018-03-08T00:00:00Z,HPTDC_2000,Himachal Pradesh Tourism Development Corporation||Head Office - Shimla - HPTDC||Project Branch - HPTDC,2017_HPTDC_16112_1,2017-05-03T12:00:00Z,Multipurpose hall on 1st floor of existing Tauni Devi Temple at Tauni Devi Distt. Hamirpur,limited,Tender,works,2,Proj/Misc/Tauni Devi,No,Multipurpose hall on 1st floor of existing Tauni Devi Temple at Tauni Devi Distt. Hamirpur,itemRate,No,1269827,Shimla,No,No,2017-05-15T12:00:00Z,2017-05-15T11:00:00Z,2017-05-03T12:00:00Z,120,120,HPTDC_2000,Executive Engineer,2017-05-15T11:00:00Z,2017-05-03T12:00:00Z,2017-05-14T16:00:00Z,2017-05-03T12:00:00Z,,,,
0.42,ocds-kjhdrl-2017_HRTC_18709_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HRTC_18709_1,tender,2018-07-19T00:00:00Z,HRTC_2000,HP-HRTC-Manging Director,2017_HRTC_18709_1,2017-10-25T13:00:00Z,Summer Uniform Cloth,limited,Tender,goods,8,No HO CPA 1-2-1Tender60 Summer Uniform Cloth 18-19,No,Summer Uniform Cloth for the year 2018-19,itemRate,No,3200000,Shimla,No,No,2017-11-15T15:00:00Z,2017-11-15T15:00:00Z,2017-10-25T14:00:00Z,90,365,HRTC_2000,Managing Director,2017-11-15T15:00:00Z,2017-10-25T14:00:00Z,2017-11-15T14:00:00Z,2017-10-25T14:00:00Z,,,,
0.43,ocds-kjhdrl-2017_MC_17349_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_MC_17349_1,tender,2018-01-04T00:00:00Z,MC_2000,Municipal Corporation Shimla||Water Supply and Sewerage Dept. - MC,2017_MC_17349_1,2017-07-20T17:00:00Z,"Implementation of sewerage system,rehabilitation scheme Shimla city SH Providing and laying 150 mm dia sewer line from Gussan Kaa hatha to JBl Kaachhi house Jakhoo Ward No 15",limited,Tender,works,6,20-07-2017,No,"Implementation of sewerage system,rehabilitation scheme Shimla city SH Providing and laying 150 mm dia sewer line from Gussan Kaa hatha to JBl Kaachhi house Jakhoo Ward No 15",itemRate,No,1346658,Executive Engineer Sewerage Division MC Shimla-4,No,No,2017-08-11T11:30:00Z,2017-08-11T11:00:00Z,2017-07-20T17:00:00Z,120,90,MC_2000,Exceutive Engineer,2017-08-11T11:00:00Z,2017-07-20T17:00:00Z,2017-08-11T11:00:00Z,2017-07-20T17:00:00Z,,,,
0.44,ocds-kjhdrl-2017_PWD_14207_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14207_1,tender,2019-04-09T00:00:00Z,PWD_2000,PWD,2017_PWD_14207_1,2017-01-12T10:30:00Z,ConstructionofRCCTBeam Bridge Over Bindla Khad at RD 0.630 on link road to village Bindla Km 0.0 to 2.0. Under C.M.Annoucement in Distt Sirmour HP,limited,Tender,works,3,No.PW/CB/TA/2016-17-9153-9252 dt. 22-12-2016,No,SH Construction of Bridge portion including wing wall and Construction of Approaches,itemRate,No,9653088,Shillai,No,No,2017-01-28T11:30:00Z,2017-01-27T17:00:00Z,2017-01-12T15:00:00Z,120,278,PWD_2000,EE Shillai,2017-01-27T17:00:00Z,2017-01-12T15:00:00Z,,,,,,
0.45,ocds-kjhdrl-2017_PWD_14168_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14168_1,tender,2018-12-04T00:00:00Z,PWD_2000,PWD,2017_PWD_14168_1,2017-01-06T10:00:00Z,Construction of Science Block at Govt. Degree College Jaisinghpur Distt. Kangra HP,limited,Tender,works,4,Construction of Science Block at Jaisinghpur,No,"C/O Science Block at Govt. Degree College Jaisinghpur, Distt. Kangra (HP) including Water Suppy and Sanitary Installation",itemRate,No,18610691,Jaisinghpur Division,No,No,2017-01-30T11:00:00Z,2017-01-27T15:00:00Z,2017-01-06T10:30:00Z,120,730,PWD_2000,Executive Engineer,2017-01-27T15:00:00Z,2017-01-06T10:30:00Z,,,,,,
0.46,ocds-kjhdrl-2017_PWD_14610_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14610_1,tender,2019-04-21T00:00:00Z,PWD_2000,PWD,2017_PWD_14610_1,2017-02-02T10:00:00Z,Construction of 19.75 metre RCC T-Beam Bridge over Kund Nallah at R.D. 0/637 on Hutta Ligga Ladwah road K.M. 0/0 to 7/040 in Tehsil Salooni District Chamba H.P.,limited,Tender,works,6,EE Salooni Letter No. 13687-13786 dated 12-12-2016,No,"Construction of Sub-structure, Superstructure including approaches of Bridge, Formation cutting of approach road and construction of 2.00 metre Span RCC slab culvert at R.D. 0/585 with wing walls",itemRate,No,4611389,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-02-22T11:30:00Z,2017-02-22T11:00:00Z,2017-02-02T10:00:00Z,120,365,PWD_2000,Executive Engineer,2017-02-22T11:00:00Z,2017-02-02T10:00:00Z,2017-02-08T17:00:00Z,2017-02-02T10:00:00Z,,,,INR
0.47,ocds-kjhdrl-2017_MC_18041_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_MC_18041_1,tender,2018-07-30T00:00:00Z,MC_2000,Municipal Corporation Shimla||Water Supply and Sewerage Dept. - MC,2017_MC_18041_1,2017-09-08T17:00:00Z,Rehabilitation of Water Supply for Shimla City,limited,Tender,works,2,MCS/WSD/Tender/NIT/2017- 3138,No,"Provision of Skilled/Non skilled workers, equipments and fitting etc.for annual maintenance of bulk water supply and distribution network of Shimla water supply under sub division No.I and II for a period of One year.",itemRate,No,1972200,MC SHIMLA,No,No,2017-09-16T11:30:00Z,2017-09-16T11:00:00Z,2017-09-08T17:00:00Z,120,365,MC_2000,EEWSDMCSHIMLA,2017-09-16T11:00:00Z,2017-09-08T17:00:00Z,2017-09-16T11:00:00Z,2017-09-08T17:00:00Z,,,,
0.48,ocds-kjhdrl-2017_PWD_14193_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14193_1,tender,2018-04-28T00:00:00Z,PWD_2000,PWD,2017_PWD_14193_1,2017-01-06T18:00:00Z,"Construction of 24.75 metre Span RCC -T-Beam bridge double lane over Lal Pani Nallah at Rd 11/800 Under CRF-Job No. CRF-HP-2015-16-74.(SH- C/o substructure ,wing walls ,superstructure both side approaches and R/walls)",limited,Tender,works,2,PW-SRDD-CB-CTR / 2016-17- 21111-60 DT 2.1.17,No,"Construction of 24.75 metre Span RCC -T-Beam bridge double lane over Lal Pani Nallah at Rd 11/800 Under CRF-Job No. CRF-HP-2015-16-74.(SH- C/o substructure ,wing walls ,superstructure both side approaches and R/walls)",itemRate,No,11529357,SE 4th Circle Shimla,No,No,2017-01-24T11:00:00Z,2017-01-23T17:00:00Z,2017-01-06T18:30:00Z,120,365,PWD_2000,Executive Engineer,2017-01-23T17:00:00Z,2017-01-06T18:30:00Z,,,,,,INR
